Name,Slug,Collection ID,Item ID,Created On,Updated On,Published On,female?,Featured on homepage?,Company name,Company URL,Function/Title,Picture,Personal website,Twitter URL,LinkedIn URL,Upcoming
Jeroen Feron,jeroen-feron,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf3e23bb04a8,Mon Aug 12 2019 15:49:10 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:22:21 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:22:21 GMT+0000 (Coordinated Universal Time),,,Somnox,https://meetsomnox.com/,Growth Marketeer,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf7ac033eb05a1d584e49_5d518b4b3691c9b832e84a21_Team_Jeroen.jpeg,,,https://www.linkedin.com/in/jeroen-feron/,false
Julian Jagtenberg ,julian-jagtenberg,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfd176bb04aa,Mon Aug 12 2019 15:52:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:22:16 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:22:16 GMT+0000 (Coordinated Universal Time),,,Somnox,https://meetsomnox.com/,Founder,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf7a8eb8a7f89e1e55dc8_5d518b2c8f63b323c76877fa_Team_Julian.jpeg,https://julianjagtenberg.com/,https://twitter.com/jmjagtenberg,https://nl.linkedin.com/in/julianjagtenberg,false
Maurice Beerthuyzen,maurice-beerthuyzen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfd0c0bb04ab,Tue Aug 13 2019 21:28:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:22:11 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:22:11 GMT+0000 (Coordinated Universal Time),,,Nummer Negen,https://www.nummernegen.nl/,Owner & Online Optimizer,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf7a2033eb050f05845ae_5f69fcd19e8e95835f81ea39_5d532b9729b8f719cf996deb__f2397565af180b362c4f7142b4938781.jpeg,,https://twitter.com/maurisico,https://nl.linkedin.com/in/mauricebeerthuyzen,false
Mimi VerLoren van Themaat,mimi-verloren-van-themaat,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfdd51bb04b3,Tue Sep 10 2019 08:05:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:54 GMT+0000 (Coordinated Universal Time),true,,Finest people,https://www.finestpeople.nl/,Consultant CRO and Web Analytics,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf79133bbb654c290b626_5d775720344fac82bc0b3de5_0.jpeg,,,https://www.linkedin.com/in/mimi-verloren-van-themaat-2a734283/,false
Felice van Steenbergen,felice-van-steenbergen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf9f31bb04b4,Tue Sep 10 2019 08:09:28 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:46 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:46 GMT+0000 (Coordinated Universal Time),true,,Improove Inc.,https://www.improove.net/,Engagement manager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf78a35719207fb67df15_5f69fcb5b804c93642086c4c_5d7759c7247be1c3613e8c4a__631b34b9c9bd58a4d7509894fd13bcc2.jpeg,,,https://www.linkedin.com/in/felicevansteenbergen/,false
Marieke Schulte,marieke-schulte,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf939bbb04b6,Tue Sep 10 2019 08:22:13 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:42 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:42 GMT+0000 (Coordinated Universal Time),true,,Digital Power,https://digital-power.com,"Data Science Consultant, Specialized in Monitoring and Evaluation",https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf785b6576a77855b3467_5d9f14419a3ac658660f3458_mariekeschulte.jpeg,,,https://www.linkedin.com/in/marieke-schulte-8329b7149/,false
Tonny Loorbach,tonny-loorbach,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf8b3abb04ba,Tue Sep 10 2019 08:52:02 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:30 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:30 GMT+0000 (Coordinated Universal Time),,false,IMU BV,https://imu.nl/,"Entrepreneur, Author, Speaker and investor",https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf77a357192233467d290_5d77640bb9339d8c2a29c03e_index.jpeg,https://tonnyloorbach.nl/,https://twitter.com/TonnyLoorbach,https://www.linkedin.com/in/tonnyloorbach/,false
Joris Bryon,joris-bryon,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf48b4bb04b9,Tue Sep 10 2019 08:54:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:25 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:25 GMT+0000 (Coordinated Universal Time),,true,Dexter agency,https://dexter.agency,Founder,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf775034cfa9c20140435_5f68ddcfbee2b9c94cf8691f_5d7764a4b9339d34d729c21d__690e977ac96143775a755be78f1805ba.jpeg,,https://twitter.com/jorisbryon,https://www.linkedin.com/in/jorisbryon/,false
Milan Meurs,milan-meurs,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf1dbbbb04bc,Tue Sep 10 2019 09:31:20 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:07 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:07 GMT+0000 (Coordinated Universal Time),,,Recruitee,https://recruitee.com/,Head of user growth & analytics,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf7622c8e129fa62869c8_5d776d4e344fac4a410ba7ec_milan.jpeg,,,https://www.linkedin.com/in/milanmeurs/,false
Annemarie Klaassen,annemarie-klaassen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfe899bb04bd,Tue Sep 10 2019 14:04:19 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:21:00 GMT+0000 (Coordinated Universal Time),true,false,VodafoneZiggo,https://www.vodafoneziggo.nl/,Lead CRO Analyst ,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf75c90b0b3e9d09c2b53_5d77ad3d601a2e1f5becdbe2_annemarie.jpeg,,https://twitter.com/am_klaassen,https://nl.linkedin.com/in/annemarie-klaassen-4a55a310,false
Anouk Erens,anouk-erens,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf57b2bb04c6,Thu Oct 10 2019 10:57:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:40 GMT+0000 (Coordinated Universal Time),true,,Online Dialogue,https://onlinedialogue.nl/,Analytics & Optimization Expert,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf748d309245261ad96f1_5d9f0e74a4107213ebea3758_anouk-erens.jpeg,,https://twitter.com/anoukerens,https://www.linkedin.com/in/anoukerens/,false
Roos van Dam,roos-van-dam,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf48e9bb04c7,Thu Oct 10 2019 11:02:39 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:35 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:35 GMT+0000 (Coordinated Universal Time),true,,Online Dialogue,https://onlinedialogue.nl/,Behavioural Expert & Applied Cognitive Psychologist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf743cd06412ebe8178f7_5d9f0fa58733b5876360c4b3_roosvandam.jpeg,,,https://www.linkedin.com/in/roos-van-dam/,false
Timo Stegeman,timo-stegeman,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf1454bb04ca,Thu Oct 10 2019 11:18:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:18 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:18 GMT+0000 (Coordinated Universal Time),,,ClickValue,https://clickvalue.nl/,Lead CRO,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf732b6576a78145afd40_timo-stegeman.jpeg,,,https://www.linkedin.com/in/timostegeman/,false
Patrick Wessels,patrick-wessels,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf76dfbb04d5,Mon Dec 02 2019 18:39:09 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:13 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:13 GMT+0000 (Coordinated Universal Time),,,ConsumentenPsycholoog,https://consumentenpsycholoog.nl,Specialist consumer behavior,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf72c32e65da97c46c67a_5de559fb5965a51104ff4d6c_Patrick-Wessels2.jpeg,,https://twitter.com/@Consupsycholoog,https://www.linkedin.com/in/patrickwessels/,false
Kristof Nizet,kristof-nizet,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf4067bb04d6,Mon Dec 02 2019 18:46:33 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:08 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:20:08 GMT+0000 (Coordinated Universal Time),,,Upwave Agency,https://www.upwave-agency.com/,Freelance Conversion Optimization and E-commerce consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf72706f636c5c12c8e0c_5de55aca63e17b5aee53c9c4_kristof-nizet.jpeg,,https://twitter.com/kristofnizet,https://www.linkedin.com/in/kristofnizet/,false
Rick Dronkers,rick-dronkers,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf0775bb04d8,Mon Dec 02 2019 18:54:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:57 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:57 GMT+0000 (Coordinated Universal Time),,,rickdronkers.com,https://rickdronkers.com/,Consultant in Marketing & Analytics,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf71d7b3985ecf83c1fb6_rick-dronkers.jpeg,,https://twitter.com/rickdronkers,https://www.linkedin.com/in/rickdronkers/,false
Niels Reijmer,niels-reijmer,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf7fcebb04db,Mon Dec 02 2019 21:33:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:41 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:41 GMT+0000 (Coordinated Universal Time),,,The Data Story,http://thedatastory.nl/,Co-Owner and Data Consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf70d606a839a5a69019a_5de582fed82fca686ff8d2bc_niels-reijmer_3a13b5ee11e11336fc7dc48bf6edb2c1.png,,,https://www.linkedin.com/in/nielsreijmer/,false
Edgar de Beule,edgar-de-beule,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf34b5bb04e3,Tue Dec 03 2019 21:40:27 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:20 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:20 GMT+0000 (Coordinated Universal Time),,,Markteffect,https://www.markteffect.nl/,Owner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6f8039855cfac686c01_5de6d642fba068236dbf85a6_edgar-de-beule.jpeg,,https://twitter.com/edgardebeule,https://www.linkedin.com/in/edgardebeule/,
Frans Appels,frans-appels,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf0398bb04e7,Tue Dec 03 2019 21:54:56 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:15 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:15 GMT+0000 (Coordinated Universal Time),,,Netprofiler,https://www.netprofiler.nl/,Managing partner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6f3c436542fa5ffc63e_frans-appels.jpeg,,https://twitter.com/frappels,https://www.linkedin.com/in/fransappels/,
Matthew Niederberger,matthew-niederberger,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf0944bb04e9,Tue Dec 03 2019 22:18:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:10 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:10 GMT+0000 (Coordinated Universal Time),,,Tagticians,https://tagticians.com/,Strategic and Technical Tag Management Contractor,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6eeb4981250be11f4d3_5de6df3fbdba916e6f7646d1_Matthew-Niederberger.jpeg,,,https://www.linkedin.com/in/matthewniederberger/,
Wim van Slooten,wim-van-slooten,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf6befbb04ea,Wed Dec 04 2019 20:41:51 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:05 GMT+0000 (Coordinated Universal Time),,,MOA,https://www.moaweb.nl/,Managing Director,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6e9be211771898e3021_5de819e8154e7edcb36a7098_Afbeelding-MOA-Wim.jpeg,,,https://www.linkedin.com/in/wim-van-slooten-2342704,
Tjitske Buurman,tjitske,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf457bbb04eb,Wed Dec 04 2019 20:43:20 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:19:00 GMT+0000 (Coordinated Universal Time),,,MOA,https://www.moaweb.nl/,"Eventmanager, Program & Sponsoring",https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6e406f636c8b52c533e_5de81a4ff05293d0f96e4b96_0.jpeg,,,https://www.linkedin.com/in/tjitskebuurman,
Marijke van der Looy,marijke-van-der-looy,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf54dcbb04f2,Thu Dec 05 2019 13:39:15 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:55 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:55 GMT+0000 (Coordinated Universal Time),true,,Lampenlicht,https://www.lampenlicht.nl/,Customer Experience / E-commerce manager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6dfa750981ce56eb627_marijke.jpeg,,,https://www.linkedin.com/in/marijke-van-der-looy-01b70438/,
Gerard Lindeboom († 2020),gerard-lindeboom,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf1824bb04f6,Thu Dec 05 2019 13:50:08 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:49 GMT+0000 (Coordinated Universal Time),,,Adobe,https://www.adobe.com/nl/,Senior Solutions Consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6d91d3fb4588b9f4b77_5de90aed10e99583f014ea19_Gerard_20Lindeboom_20BW_6d314e42d91b6e74dea8db052dfcc58e.jpeg,,,https://www.linkedin.com/in/gerardlindeboom,
Frank Overbeek,frank-overbeek,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf045bbb04f9,Thu Dec 05 2019 13:57:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:45 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:45 GMT+0000 (Coordinated Universal Time),,,CRO Commitee DDMA,https://dutchcroawards.nl/,Chairman,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6d3b8af09fa724a1c8d_5f69fbd58a67d30ad27fb1e6_frank-overbeek_f294aba0005846c9f354b1dd41533934.jpeg,,,https://www.linkedin.com/in/frank-overbeek-31a7a0/,
Judit Peters,judit-peters,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfc6dcbb04fa,Thu Dec 05 2019 14:00:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:39 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:39 GMT+0000 (Coordinated Universal Time),,,DDMA,https://dutchcroawards.nl/,Conceptdeveloper & Projectmanager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6cf9df942f3ca1a0047_5f68cc767fab80e73d5a1994_judit-peters.jpeg,,,https://www.linkedin.com/in/judit-peters/,
Lieven Swinnen,lieven-swinnen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf7337bb0503,Thu Dec 05 2019 14:36:51 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:27 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:27 GMT+0000 (Coordinated Universal Time),,,Landal Greenparks,https://www.landal.com/,Manager E-Business Development,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6c3cb9e047a10b738c5_lieven-swinnen.jpeg,,,https://www.linkedin.com/in/lievenswinnen/,
Cindy Martens,cindy-martens,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf25fbbb0500,Thu Dec 05 2019 14:39:37 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:21 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:21 GMT+0000 (Coordinated Universal Time),true,,Bruynzeel Keukens,https://www.bruynzeelkeukens.nl/,Marketeer,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6bd3571929746674263_5de916a5372b4d51e8f7d2fb_cindy-martens.jpeg,,,https://www.linkedin.com/in/cindy-martens-5a51584/,
Desiree van der Horst,desiree-van-der-horst,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfe617bb0502,Thu Dec 05 2019 14:42:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:17 GMT+0000 (Coordinated Universal Time),true,,Fingerspitz Online Marketing,,CRO Lead,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6b85df48e827fc36868_desiree.png,,,https://www.linkedin.com/in/desireevanderhorst/,
Pelle den Engelsman,pelle-den-engelsman,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf659abb04fe,Thu Dec 05 2019 14:46:11 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:10 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:10 GMT+0000 (Coordinated Universal Time),,,Transavia,https://www.transavia.com/,Campaign strategist,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6b229b39a1cfc4b1c8a_pelle-transavia.jpeg,,,https://www.linkedin.com/in/pelledenengelsman/,
Polle de Maagt,polle-de-maagt,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfb38bbb0505,Thu Dec 05 2019 15:24:29 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:05 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:18:05 GMT+0000 (Coordinated Universal Time),,,Ministry of World Domination,http://www.polledemaagt.com/,Digital strategist for social and e-commerce,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6ac033eb0254557c387_polle.jpeg,http://www.polledemaagt.com/,https://twitter.com/polledemaagt,https://www.linkedin.com/in/polle/,
Ludo Raedts,ludo-raedts,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf2a8cbb0509,Thu Dec 05 2019 15:28:23 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:59 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:59 GMT+0000 (Coordinated Universal Time),,,RIFF,https://www.riffonline.com/,Founding Partner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6a7297acc5d89b96e19_5de921b5bbf4da6a4f272db9_ludo.jpeg,https://www.raedts.net/,https://twitter.com/ludoraedts,https://www.linkedin.com/in/raedts,
Peter van der Schaar,peter-van-der-schaar,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfec2bbb050a,Thu Dec 05 2019 15:31:40 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:54 GMT+0000 (Coordinated Universal Time),,,Basedriver,https://www.basedriver.com/,Owner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6a2f4228b5a32cfbee8_5de9227081604080ab9eba76_Foto-Peter-van-der-Schaar.jpeg,,https://twitter.com/peterschaar,https://www.linkedin.com/in/petervanderschaar/,
Sander Nagtegaal,sander-nagtegaal,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf72d7bb0507,Thu Dec 05 2019 15:33:23 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:49 GMT+0000 (Coordinated Universal Time),,,Unless,https://unless.com/,CEO,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf69d3af82b965cae633d_sander-nagtegaal.jpeg,,,https://www.linkedin.com/in/centrical/,
Markus Leineweber,markus-leineweber,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5964bb0508,Thu Dec 05 2019 15:39:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:44 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:44 GMT+0000 (Coordinated Universal Time),,,Perspective,https://perspective.amsterdam/,Partner & Founder,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6981a646b93a0d07353_markus-leineweber.jpeg,,https://twitter.com/m_leineweber,https://www.linkedin.com/in/markusleineweber/,
Hielko van der Molen,hielko-van-der-molen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf28f1bb050b,Thu Dec 05 2019 15:54:07 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:39 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:39 GMT+0000 (Coordinated Universal Time),,,Medux,https://www.medux.nl/,Product Owner Mijnmedipoint,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf692ffb518164a6d4802_Hielko-van-der-Molen.jpeg,https://www.hielko.nl/,https://twitter.com/hielko,https://www.linkedin.com/in/hielko/,
Lotte Cornelissen,lotte-cornelissen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf5755bb0511,Sun Dec 15 2019 16:24:49 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:32 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:32 GMT+0000 (Coordinated Universal Time),true,,Online Dialogue,https://onlinedialogue.nl/,Product director & Senior consultant,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf68c5df48ec702c341fb_5df65e0bb0ebe7cb6546e191_lotte-cornelissen-min.jpeg,,,http://nl.linkedin.com/in/cornelissenlotte,
Hélène van den Dries,helene-van-den-dries,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf35aabb0519,Thu Jan 02 2020 15:13:54 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:27 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:27 GMT+0000 (Coordinated Universal Time),true,true,WeTransfer,https://wetransfer.com/,UX Team lead,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf6879df9426d5d19cb33_helene-vandendries.jpeg,,,https://www.linkedin.com/in/hélène-van-den-dries-7588825b/,false
Jan Brooijmans,jan-brooijmans,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bff1b3bb0518,Thu Jan 02 2020 15:16:23 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:22 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:22 GMT+0000 (Coordinated Universal Time),,,Jan Brooijmans,https://www.janbrooijmans.nl/,Business Analytics Consultant & BI Projectmanager,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf682357192ee3e6730cb_brooijmans.jpeg,https://www.janbrooijmans.nl/,https://twitter.com/janbrooijmans,https://www.linkedin.com/in/janbrooijmans/,false
Sep Visser,sep-visser,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf099abb0522,Thu Feb 06 2020 22:21:55 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:17 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:17 GMT+0000 (Coordinated Universal Time),,,LifeGuard,https://lifeguard.nl/,Managing Partner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf67db071373eec1c6cc9_sepvisser.jpeg,,https://twitter.com/sepvis,https://www.linkedin.com/in/sepvisser/,false
Florian Dirkse,florian-dirkse,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf75debb052c,Thu Feb 06 2020 22:27:00 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:11 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:11 GMT+0000 (Coordinated Universal Time),,,Zeildromen,https://zeildromen.nl/,Owner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf677121eb9ebd1e2fc65_5f68dbdcbee2b93dedf85f84_5f68cd567e087c97e002f26b__d8151a46d2c8e17ba3f1bab145c90df0.jpeg,,https://twitter.com/floriandirkse,https://www.linkedin.com/in/florian-dirkse-560b107/,false
Janine Geijsen,janine-geijsen,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bf3fddbb052d,Thu Feb 06 2020 22:29:38 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:06 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:06 GMT+0000 (Coordinated Universal Time),false,,Spacebuzz,https://www.spacebuzz.earth/,Directeur,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf67215730e4e05ba6863_janine.jpeg,,,https://www.linkedin.com/in/geijsen/,false
Felienne Hermans,felienne-hermans,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfe3b9bb0524,Thu Feb 06 2020 22:34:55 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:02 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:17:02 GMT+0000 (Coordinated Universal Time),true,,Leiden University,https://liacs.leidenuniv.nl/,Associate professor ,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf66ee9e958ab51b136bc_5e3c94168154986301cc7016_FelienneHermans-min.jpeg,https://www.felienne.com/,https://twitter.com/felienne,https://www.linkedin.com/in/felienne/,
Carla Verwijmeren,carla-verwijmeren,5ff1e0549f67bfbc76bb0281,5ff1e0549f67bfb99bbb0523,Thu Feb 06 2020 22:37:46 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:57 GMT+0000 (Coordinated Universal Time),Fri Mar 12 2021 23:16:57 GMT+0000 (Coordinated Universal Time),false,,Smartvoices,https://www.smartvoices.nl/,Founder & Managing partner,https://uploads-ssl.webflow.com/5ff1e0549f67bf6660bb01f3/604bf66906f636b19a2bf5ef_carla.jpeg,,https://twitter.com/carlaverwijmere,https://www.linkedin.com/in/carla-verwijmeren/,
