Title,Description,Date,Duration,Audio URL,YouTube URL
"Estudio de conversión 2021, principales métricas y aprendizajes, con Ricardo Tayar","
        Un episodio en el que resumo de forma accesible las principales métricas y aprendizajes del estudio de conversión 2021 de Flat 101.
      ","Wed, 01 Dec 2021 00:00:00 +0100","1568","https://media.transistor.fm/9af982b0/78a97896.mp3",""
"Una breve introducción a Google Analytics 4, con Ricardo Tayar","
        En apenas 10 minutos te cuento unas impresiones y tendencias de uso tras un año de rodaje de Google Analytics 4
      ","Wed, 24 Nov 2021 00:00:00 +0100","865","https://media.transistor.fm/5eedbe88/0f59159b.mp3",""
"Testing en sitios web y apps con poco tráfico, con Ricardo Tayar","
        ¿Es recomendable realizar a/b test y experimentos en sitios web con poco tráfico?, ¿debemos?, ¿qué podemos hacer como alternativa?
      ","Wed, 10 Nov 2021 06:51:24 +0100","1531","https://media.transistor.fm/836eca23/8b232194.mp3",""
"Usando Whatsapp Business y canales digitales para convertir en negocios de catering y alojamiento rural, con Miguel Fernández","
        ¿Como un negocio ""tradicional"" como un catering o un hotel rural explota los canales digitales para convertir? Hablamos con Miguel Fernández sobre este y otros temas en un episodio cercano y real como la vida misma.
      ","Wed, 03 Nov 2021 00:00:00 +0100","3191","https://media.transistor.fm/9b1c99a1/4c6c92ea.mp3",""
"Cuando debes optimizar un proyecto y no sabes por donde empezar, con Ricardo Tayar","
        Te toca trabajar el CRO de un proyecto pero no sabes ni por donde empezar. En este episodio doy algunas pautas que pueden ayudarte.
      ","Wed, 27 Oct 2021 07:15:14 +0200","1130","https://media.transistor.fm/57b7b371/bd9a0788.mp3",""
"Conversión en dispositivos mobile, ¿por dónde empezar?, con Ricardo Tayar","
        Hablamos sobre los principales puntos de trabajo y consejos para mejorar la conversión en dispositivos mobile.
      ","Wed, 13 Oct 2021 00:00:00 +0200","2160","https://media.transistor.fm/16e2e928/98766af9.mp3",""
"Gestión de expectativas en proyectos de negocios digitales, con Ricardo Tayar","
        Gestionar las expectativas de resultados y venta en proyectos de e-commerce, CRO y negocios digitales es clave. En este episodio hablamos de ello con toda transparencia
      ","Wed, 06 Oct 2021 00:00:00 +0200","1857","https://media.transistor.fm/3b26d718/8667b877.mp3",""
"El arte de la gestión de proyectos CRO y del testing estratégico, con Sandra Navarro","
        Hablamos sobre cómo gestionar con éxito proyectos CRO y cómo ejecutar tests estratégicos para probar nuevos modelos de negocio.
      ","Wed, 22 Sep 2021 00:00:00 +0200","3693","https://media.transistor.fm/c8d1b125/9eecdcf6.mp3",""
"Cómo la PYME española se enfrenta al e-commerce, con Rubén Bastón y Antonio Fagundo","
        Dos invitados por el precio de uno para hablar de su libro sobre e-commerce y de como las PYMEs españolas se enfrentan al reto de vender online.
      ","Wed, 15 Sep 2021 00:00:00 +0200","3582","https://media.transistor.fm/75964546/608b0b17.mp3",""
"La moda como negocio digital, con Ainara Simón","
        Hablamos de la industria de la moda y cómo explota y se adapta al canal digital con Ainara Simón, CDO de Bobochoses. Con ella charlamos de los principales drivers de conversión del sector, de cómo funciona como negocio digital, de su experiencia emprendedora con su propia marca de complementos y de mil cosas más.
      ","Wed, 08 Sep 2021 00:00:00 +0200","3227","https://media.transistor.fm/7a57e915/f92c6036.mp3",""
"Summer CRO #3, respondiendo a vuestras preguntas, con Ricardo Tayar","
        Último episodio veraniego de CRO.CAFE. Todas las preguntas que hicistéis quedan respondidas en este episodio final de verano.
      ","Wed, 25 Aug 2021 00:00:00 +0200","1814","https://media.transistor.fm/8b189c30/cfae4a8e.mp3",""
"Summer CRO #2, respondiendo a vuestras preguntas, con Ricardo Tayar","
        Segunda entrega respondiendo a vuestras preguntas sobre CRO y negocios digitales en verano.
      ","Wed, 11 Aug 2021 00:00:00 +0200","2555","https://media.transistor.fm/dbbda694/0c77dfc4.mp3",""
"Summer CRO #1, respondiendo a vuestras preguntas, con Ricardo Tayar","
        En este primer episodio de verano respondemos a las preguntas que nos habéis hecho llegar por redes sociales sobre CRO y conversión. Gracias a vuestra participación tenemos preguntas para un total de tres estupendos y veraniegos episodios.
      ","Fri, 30 Jul 2021 10:43:37 +0200","1823","https://media.transistor.fm/1af8613a/5ed82d34.mp3",""
"Evangelizando sobre CRO en tus clientes, con Cristian de la Maza","
        Desde Chile, Cristian nos cuenta el estado del CRO en el país y en los clientes en los que trabaja. Una gran charla para entender el estado del CRO en otros mercados.
      ","Wed, 30 Jun 2021 00:00:00 +0200","3035","https://media.transistor.fm/f52c2186/0e5edd04.mp3",""
"Interacción, diseño, pantallas y conseguir que hagamos cosas, con Jimena Catalina","
        Diseño visual y de interacción. Mejores prácticas para convertir y conseguir eficacia con el diseño de interfaces.
      ","Wed, 23 Jun 2021 00:00:00 +0200","4109","https://media.transistor.fm/1417b976/00eb39fc.mp3",""
"El marketing de contenidos como motor de un negocio digital, con Mariam Veiga","
        El marketing de contenidos es en el caso de Mariam Veiga el principal motor de conversión de su negocio digital, y de ello hablamos en detalle para conocer en detalle esta técnica para poder aprovecharla como parte de nuestra estrategia.
      ","Wed, 16 Jun 2021 00:00:00 +0200","4103","https://media.transistor.fm/12c9d215/6d5ab728.mp3",""
"Machine learning, análisis predictivo y conversión, con Ricard Bonastre","
        En este episodio hablamos sobre el uso de técnicas de machine learning para predecir comportamientos de usuario y por tanto diseñar acciones que potencien la conversión.
      ","Wed, 09 Jun 2021 00:00:00 +0200","3378","https://media.transistor.fm/0ee5b97a/06c4c4f5.mp3",""
"Cómo funcionan las herramientas de testing y personalización, con Ricardo Tayar","
        Hablamos de manera clara y sencilla sobre como funcionan las herramientas de testing y personalización. Os quedará claro y meridiano como el agua cristalina.
      ","Wed, 02 Jun 2021 00:00:00 +0200","1401","https://media.transistor.fm/6523651c/2229bb06.mp3",""
"Influencers y publicidad en social media, ¿fantasía o realidad?, con @hazmeunafotoasi","
        La cuenta de instagram @hasmeunafotoasi nos cuenta los mitos, leyendas y miserias de los influencers y la publicidad que hacen. Listos para flipar en colores en 3, 2, 1...
      ","Wed, 26 May 2021 00:00:00 +0200","4174","https://media.transistor.fm/8d961994/e48182c6.mp3",""
"Analítica digital y CRO en grandes comercios, así trabajan en El Corte Inglés, con Laura Rodriguez","
        Laura y Ricardo hablan largo y tendido de cómo se emplean los datos de los activos digitales y como se gestiona la conversión en la capa digital de un gran comercio tradicional como El Corte Inglés.
      ","Wed, 19 May 2021 00:00:00 +0200","3305","https://media.transistor.fm/572ef619/76d1e278.mp3",""
"CRO para dummies, una guia para todo el mundo, con Ricardo Tayar","
        En este episodio bonus explicamos con detalle y de manera accesible y desde el principio en que consiste la disciplina de CRO, de donde viene y en qué consiste. Si no conoces nada del mundo CRO, este es tu episodio, y si ya conoces algo, seguro que aprendes algo nuevo.
      ","Wed, 12 May 2021 00:00:00 +0200","1576","https://media.transistor.fm/a04748e8/3836f8ba.mp3",""
"El diseño, motor de cambio, con Javier Cañada","
        Charlamos con Javier Cañada sobre la importancia del diseño como un activo diferencial para construir productos y servicios digitales eficientes, bellos, equilibrados y que conviertan y consigan objetivos de negocio.
      ","Wed, 05 May 2021 00:00:00 +0200","4312","https://media.transistor.fm/4bc83f7b/eab3fa53.mp3",""
"Dirigir un e-commerce bajo objetivos de crecimiento y transformación, con Sora Sans","
        Charlamos con Sora Sans, CEO de Bulevip, sobre cómo dirigir un e-commerce en crecimiento y las principales palancas operativas que debemos tener en cuenta de cara a ser rentables y eficaces.
      ","Wed, 28 Apr 2021 00:00:00 +0200","3875","https://media.transistor.fm/a45d1b67/e41a5e29.mp3",""
"Búsquedas internas, eficacia y conversión, con Iván Navas","
        Iván Navas, CEO de Doofinder, y yo hablamos largo y tendido de la importancia de la calidad de los resultados de las búsquedas internas en las webs de un negocio digital de cara a conversión.
      ","Wed, 21 Apr 2021 00:00:00 +0200","3615","https://media.transistor.fm/b4b6270b/17f494fe.mp3",""
"Tráfico sí, pero tráfico útil, con Aleyda Solis","
        Hablamos con Aleyda Solis sobre la importancia de que las estrategias de captación de tráfico no se centren solo en el volumen, sino en la calidad transaccional del tráfico, con foco principal en el SEO, dado que suele ser el medio más empleado para las estrategias a medio y largo plazo.
      ","Wed, 14 Apr 2021 00:00:00 +0200","4660","https://media.transistor.fm/8253f61d/342227a0.mp3",""
"Que KPIs definir en un test, con Ricardo Tayar","
        ¿Qué KPIs debemos definir para los test que vayamos a realizar?, ¿todo debe medirse contra conversión?, ¿tiene sentido establecer KPIs diferentes en función del test? Estas son algunas de las preguntas que intento responder en este episodio.
      ","Wed, 07 Apr 2021 00:00:00 +0200","1215","https://media.transistor.fm/369de8ea/cc2a119e.mp3",""
"Inteligencia artificial, ética y buscadores, con Ricardo Baeza-Yates","
        Hablamos con Ricardo Baeza-Yates sobre inteligencia artificial, ética y sistemas de búsqueda, sesgos cognitivos y cómo consumimos internet hoy día y como ello nos influye en la compra y consumo de productos y servicios.
      ","Wed, 31 Mar 2021 00:00:00 +0200","3618","https://media.transistor.fm/b6b404be/c0121430.mp3",""
"La investigación de usuarios, conocer para mejorar, con María Isabel Murillo","
        En este episodio hablamos sobre las técnicas de investigación de usuarios, UX Research, con María Isabel Murillo, CEO de Usaria, y sobre la importancia de estas técnicas para poder detectar ineficiencias y puntos de mejora que nos permitan trabajar para una mejor experiencia y conversión.
      ","Wed, 24 Mar 2021 00:00:00 +0100","4100","https://media.transistor.fm/e1403a49/4f5e3b98.mp3",""
"Las áreas de conocimiento que debes dominar para ser un buen profesional del CRO, con Ricardo Tayar","
        En este episodio hablamos sobre las áreas de conocimiento que todo buen profesional del CRO debe controlar en cierta medida. Es muy difícil tener éxito en un proyecto de CRO o CXO si solo nos centramos en la óptica de una o dos disciplinas, y debemos aprender, al menos, las bases de las áreas de conocimiento vinculadas a negocio, comportamiento, tecnología y creatividad, porque ese conocimiento transversal nos permitirá afrontar proyectos con mayores probabilidades de éxito por tener esa visión global.
      ","Wed, 10 Mar 2021 00:00:00 +0100","1063","https://media.transistor.fm/52687b1b/42fc09c5.mp3",""
"Como integrar experiencias de compra físicas con activos digitales. Así lo hacen los supermercados, con Rocío Sanz","
        Hablamos con Rocío Sanz sobre cómo medir y optimizar la experiencia de compra, off y online, de un supermercado, y sobre cómo se emplean los canales digitales en este modelo de negocio, cómo retroalimentan al canal físico y viceversa. Hay un cliente y varios canales para atenderle. En esta charla aprendemos como se integran y como trabajan juntos para optimizar resultados de negocio.
      ","Wed, 03 Mar 2021 00:00:00 +0100","3927","https://media.transistor.fm/164b6dc4/e16fab01.mp3",""
"Persuasión, psicología y economía conductual. Así manejan nuestros hilos, con Ramón Nogueras","
        Charlamos con el psicólogo Ramón Nogueras sobre cómo los sesgos cognitivos son aprovechados por múltiples e-commerce y negocios digitales para vendernos más y mejor, explotando en nosotros técnicas de persuasión que generan que nos comportemos de forma menos racional de lo que quizá deberíamos.
      ","Wed, 24 Feb 2021 00:00:00 +0100","4310","https://media.transistor.fm/3ab70f9d/f467d42a.mp3",""
"El arte y la marca como activos de los negocios digitales, con Cecilia Rodríguez","
        En este episodio conversamos con Cecilia Rodríguez sobre construcción de marcas, arte, narrativas y comunicación y la importancia de todo ello para un negocio digital.
      ","Wed, 17 Feb 2021 08:09:45 +0100","3674","https://media.transistor.fm/a8928a84/279fe25d.mp3",""
"Testing y experimentación, de donde venimos, donde estamos y a donde vamos, con Victor de la Iglesia","
        En este episodio conversamos con Victor de la Iglesia sobre el actual estado de las herramientas de testing y experimentación que existen en el mercado y cómo son empleadas en las empresas, cuales son los retos y qué podemos esperar del futuro.
      ","Wed, 03 Feb 2021 00:00:00 +0100","3422","https://media.transistor.fm/585c1fc7/f2d9e8d4.mp3",""
"Diseño de experiencias digitales positivas, con Mauren Kaufmann ","
        Hablamos con Mauren Kaufmann sobre el diseño de experiencias digitales positivas como un activo de conversión y como el branding impacta, y mucho, en negocio.

Notas del episodio: https://es.cro.cafe/podcast/diseno-de-experiencias-digitales-positivas
      ","Wed, 20 Jan 2021 00:00:00 +0100","3197","https://media.transistor.fm/2a7c6e9a/01e6da80.mp3",""
